Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1766520249,300,,Aggregated,3054.400000,0.900000,55,61,65,68,74,80,88,93,140,5200,9200,43159,12,55,53.53855441388842,1.537374999999841,9158.708625000003,19.097940174702842
1766520250,300,,Aggregated,3048.600000,1.000000,55,61,65,68,74,80,88,93,140,6100,10000,46307,13,55,54.18329574928218,1.537374999999841,10152.860832999999,19.162675189496188
1766520251,300,,Aggregated,3086.600000,1.100000,55,62,65,68,74,80,87,93,140,7100,11000,49527,14,55,54.72846750602735,1.537374999999841,11153.496084,19.14668766531387
1766520252,300,,Aggregated,3100.800000,1.000000,56,62,66,68,75,81,89,97,140,7100,12000,52465,15,56,55.62393691948955,1.537374999999841,12162.631833000003,19.11825026207948
1766520253,300,,Aggregated,3085.500000,1.000000,56,63,66,69,76,83,92,99,140,8100,13000,55389,16,56,56.41373618720371,1.537374999999841,13151.220833,19.13600173319612
1766520254,300,,Aggregated,3097.100000,1.000000,57,63,66,69,76,83,91,99,140,9200,14000,58412,17,57,56.98564035684504,1.537374999999841,14144.03525,19.184037526535644
1766520255,300,,Aggregated,3034.600000,1.000000,57,63,66,69,76,82,91,99,140,9200,15000,61583,18,57,57.31052001880446,1.537374999999841,15162.504041999999,19.218501859279346
1766520256,300,,Aggregated,3006.400000,1.000000,57,63,66,69,76,82,90,98,140,10000,16000,64826,19,57,57.64644417750635,1.537374999999841,16152.701416,19.229182735322247
1766520257,300,,Aggregated,3014.100000,1.000000,57,63,66,69,75,82,90,98,140,11000,17000,68145,20,57,57.93980115085538,1.537374999999841,17159.120084000002,19.260473989287547
1766520258,300,,Aggregated,3029.500000,1.000000,57,63,66,69,76,82,90,98,140,11000,18000,71176,21,57,58.36406761908585,1.537374999999841,18156.8385,19.2566595481623
1766520259,300,,Aggregated,3021.600000,1.000000,57,63,67,69,76,82,90,97,140,12000,19000,74264,22,57,58.75169676108278,1.537374999999841,19164.811541000003,19.27610955510072
1766520260,300,,Aggregated,3073.500000,1.000000,58,63,67,69,76,82,90,97,140,13000,20000,77209,23,58,59.22273512148901,1.537374999999841,20153.249667,19.220958696525017
1766520261,300,,Aggregated,3075.000000,1.000000,58,63,67,69,76,82,90,97,140,13000,21000,80420,24,58,59.5726196979118,1.537374999999841,21142.054291999997,19.208492912210893
1766520262,300,,Aggregated,3059.300000,1.000000,58,63,67,69,76,82,90,96,140,14000,22000,83657,25,58,59.79789224678239,1.537374999999841,22148.717916999998,19.18621274968024
1766520263,300,,Aggregated,3033.100000,1.000000,58,63,67,69,76,82,89,96,140,15000,23000,86831,26,58,60.05138503100402,1.537374999999841,23138.340792000006,19.19305317225415
1766520264,300,,Aggregated,3035.900000,1.000000,58,63,67,69,76,82,89,95,140,16000,24000,89964,27,58,60.32899894240036,1.537374999999841,24140.721375,19.208705704504023
1766520265,300,,Aggregated,3097.400000,1.000000,58,63,67,69,76,81,89,95,140,16000,25000,93130,28,58,60.585960142221765,1.537374999999841,25137.399416999997,19.209223665843446
1766520266,300,,Aggregated,3111.500000,1.000000,58,64,67,69,76,81,89,95,130,17000,26000,96234,29,58,60.868495690422534,1.537374999999841,26138.3285,19.239115073674586
1766520267,300,,Aggregated,3102.200000,1.000000,58,64,67,69,76,81,89,95,130,18000,27000,99438,30,58,61.12055313481929,1.537374999999841,27151.994958,19.223013334942376
1766520268,300,,Aggregated,3098.800000,1.000000,58,64,67,69,76,81,89,95,130,18000,28000,102663,31,58,61.340074116284796,1.537374999999841,28133.269625,19.249466701732853
1766520269,300,,Aggregated,3098.600000,1.000000,58,64,67,69,76,81,88,94,130,19000,29000,105813,32,58,61.57010454797744,1.537374999999841,29148.130416,19.245839358112896
1766520271,300,,Aggregated,3095.100000,1.000000,58,64,67,69,76,81,89,94,130,20000,30000,108898,33,58,61.89588003327086,1.537374999999841,30157.594958,19.25350327829712
1766520272,300,,Aggregated,3104.600000,1.000000,58,64,67,70,76,82,90,97,180,20000,31000,111588,34,58,62.41370911547948,1.537374999999841,31203.665082999996,19.264150267053804
1766520273,300,,Aggregated,3118.700000,1.000000,58,64,68,70,77,83,92,100,180,21000,32000,114211,35,58,62.955808876133666,1.537374999999841,32155.027541000003,19.27123481976342
1766520274,300,,Aggregated,3061.000000,1.000000,59,64,68,70,77,83,93,100,180,22000,33000,117115,36,59,63.31544628599331,1.537374999999841,33140.322584,19.289868932246083
1766520275,300,,Aggregated,3003.800000,1.000000,59,65,68,70,77,83,93,100,180,22000,34000,120029,37,59,63.70000242752255,1.537374999999841,34137.586375,19.271609361071075
1766520276,300,,Aggregated,2974.800000,1.000000,59,65,68,71,77,84,93,100,180,23000,35000,122840,38,59,64.06091815004976,1.537374999999841,35163.686499999996,19.269016606968414
1766520277,300,,Aggregated,2953.800000,1.000000,59,65,68,71,78,85,95,100,190,24000,36000,125418,39,59,64.53585310641293,1.537374999999841,36134.307583,19.26178857899185
1766520278,300,,Aggregated,2921.600000,1.000000,59,65,68,71,78,84,94,100,190,25000,37000,128465,40,59,64.76871166191644,1.537374999999841,37141.972542,19.279165531467715
1766520279,300,,Aggregated,2861.600000,1.000000,59,65,69,71,78,85,95,110,180,25000,38000,131424,41,59,65.10439250147695,1.537374999999841,38146.581917,19.28111303871439
1766520280,300,,Aggregated,2849.800000,1.000000,59,65,69,71,78,85,95,110,180,26000,39000,134640,42,59,65.24851960769563,1.537374999999841,39134.954083,19.27788175876411
1766520281,300,,Aggregated,2808.900000,1.000000,59,65,69,71,78,84,94,100,180,27000,40000,137871,43,59,65.40686471370444,1.537374999999841,40173.932457999996,19.277650847531387
1766520282,300,,Aggregated,2819.700000,1.000000,59,65,68,71,78,84,94,100,180,27000,41000,141055,44,59,65.55914188948418,1.537374999999841,41126.65725000001,19.272978625358903
1766520283,300,,Aggregated,2833.800000,1.000000,59,65,68,71,78,84,94,100,180,28000,42000,144200,45,59,65.7473905664576,1.537374999999841,42146.275666999994,19.275631067961164
1766520284,300,,Aggregated,2884.300000,1.000000,59,65,68,71,77,84,94,100,180,29000,43000,147427,46,59,65.90393392672442,1.537374999999841,43135.372542,19.274596919153208
1766520285,300,,Aggregated,2940.000000,1.000000,59,65,68,71,77,84,93,100,180,29000,44000,150541,47,59,66.08759808245021,1.537374999999841,44134.019875000005,19.288459622295587
1766520286,300,,Aggregated,2963.900000,1.000000,59,65,68,71,77,84,93,100,180,30000,45000,153750,48,59,66.24486343821874,1.537374999999841,45136.70904200001,19.302926829268294
1766520287,300,,Aggregated,2996.600000,1.000000,59,65,68,71,77,84,93,100,180,31000,46000,156944,49,59,66.40665571836506,1.537374999999841,46150.40587499999,19.306166530737077
1766520288,300,,Aggregated,3026.600000,1.000000,59,65,68,71,77,84,93,100,180,31000,47000,160062,50,59,66.585746872662,1.537374999999841,47131.761667,19.308068123602105
1766520289,300,,Aggregated,3087.100000,1.000000,59,65,68,71,77,83,92,100,180,32000,48000,163280,51,59,66.76001680545721,1.537374999999841,48132.54891699999,19.311961048505633
1766520290,300,,Aggregated,3094.900000,1.000000,59,65,68,71,77,83,92,100,180,33000,49000,166471,52,59,66.92231114114227,1.537374999999841,49140.187208999996,19.320356098059122
1766520291,300,,Aggregated,3133.500000,1.000000,59,65,68,71,77,83,92,100,180,34000,50000,169632,53,59,67.09501915593239,1.537374999999841,50131.9055,19.324938690813052
1766520292,300,,Aggregated,3130.200000,1.000000,59,65,68,71,77,83,92,100,180,34000,51000,172802,54,59,67.25290945591567,1.537374999999841,51144.47679200001,19.336448652214674
1766520293,300,,Aggregated,3123.600000,1.000000,59,65,68,71,77,83,92,100,180,35000,52000,175890,55,59,67.44322703908188,1.537374999999841,52122.020542,19.32867132867133
1766520294,300,,Aggregated,3127.500000,1.000000,59,65,68,71,77,83,92,100,180,36000,53000,178904,56,59,67.65764645442329,1.537374999999841,52978.599791,19.3304062513974
1766520295,300,,Aggregated,3123.800000,1.000000,59,65,68,71,77,83,92,100,180,36000,53000,182020,57,59,67.81110246581225,1.537374999999841,52978.599791,19.32057466212504
1766520296,300,,Aggregated,3102.800000,1.000000,59,65,68,71,77,83,92,100,180,37000,53000,185290,58,59,67.95241134238879,1.537374999999841,52990.447042,19.32594851314156
1766520297,300,,Aggregated,3102.900000,1.000000,59,65,68,71,77,83,91,100,180,38000,53000,188451,59,59,68.11398805783563,1.537374999999841,52990.447042,19.328578781752284
1766520298,300,,Aggregated,3106.400000,1.000000,59,65,68,71,77,83,91,100,170,38000,53000,191591,60,59,68.25749845669763,1.537374999999841,52990.447042,19.342641355804812
1766520299,300,,Aggregated,3102.600000,1.000000,59,65,68,71,77,83,91,100,170,39000,53000,194837,61,59,68.38619333595838,1.537374999999841,52990.447042,19.342198863665526
1766520300,300,,Aggregated,3110.600000,1.000000,59,65,68,71,77,83,91,99,170,40000,53000,197899,62,59,68.55060353630432,1.537374999999841,52990.447042,19.352139222532706
1766520301,300,,Aggregated,3101.100000,1.000000,59,65,68,71,77,83,91,99,170,40000,53000,201088,63,59,68.67660503532318,1.537374999999841,52990.447042,19.348026734563973
1766520302,300,,Aggregated,3109.000000,1.000000,59,65,68,71,77,83,91,99,170,42000,53000,204140,64,59,69.09049148007297,1.537374999999841,52990.447042,19.34978936024297
1766520303,300,,Aggregated,3100.400000,1.000000,59,65,68,71,77,83,91,99,180,47000,53000,207319,65,59,72.36135664080545,1.537374999999841,52990.447042,19.342240701527597
1766520304,300,,Aggregated,3092.700000,1.000000,59,65,68,70,77,83,90,99,180,47000,53000,210473,66,59,74.38737011288926,1.537374999999841,52990.447042,19.34382082262333
1766520305,300,,Aggregated,3087.000000,1.000000,59,65,68,70,77,83,90,99,180,47000,53000,213651,67,59,75.07802653722737,1.537374999999841,52990.447042,19.337180729320245
1766520306,300,,Aggregated,3114.000000,1.000000,59,65,68,70,77,83,90,99,180,47000,53000,216810,68,59,75.14756684708306,1.537374999999841,52990.447042,19.332982795996493
1766520307,300,,Aggregated,3107.700000,1.000000,59,65,68,70,77,83,90,98,180,47000,53000,219933,69,59,74.96498266250214,1.537374999999841,52990.447042,19.33164190912687
1766520308,300,,Aggregated,3107.900000,1.000000,59,65,68,70,77,83,90,98,180,46000,53000,223032,70,59,74.81354389412331,1.537374999999841,52990.447042,19.332979124071883
1766520309,300,,Aggregated,3112.300000,1.000000,59,65,68,70,77,82,90,98,180,46000,53000,226146,71,59,74.65489012027213,1.537374999999841,52990.447042,19.333284692190002
1766520310,300,,Aggregated,3099.200000,1.000000,59,65,68,70,77,82,90,98,180,46000,53000,229370,72,59,74.57226818740087,1.537374999999841,52990.447042,19.334027989710947
1766520311,300,,Aggregated,3096.700000,1.000000,59,65,68,70,77,82,90,98,180,46000,53000,232471,73,59,74.81280368952287,1.537374999999841,52990.447042,19.32852699906655
1766520312,300,,Aggregated,3089.400000,1.000000,59,65,68,70,77,82,90,98,190,46000,53000,235556,75,59,75.64776432057344,1.537374999999841,52990.447042,19.352179524189577
1766520313,300,,Aggregated,3097.900000,1.000000,59,65,68,70,77,82,90,98,190,46000,53000,238807,76,59,75.61006433339071,1.537374999999841,52990.447042,19.359587449279125
1766520314,300,,Aggregated,3106.800000,1.000000,59,65,68,70,77,82,90,98,190,45000,53000,241898,77,59,75.46083415236171,1.537374999999841,52990.447042,19.35581939495159
1766520315,300,,Aggregated,3103.200000,1.000000,59,65,68,70,77,82,90,98,190,45000,53000,245082,78,59,75.37799140110667,1.537374999999841,52990.447042,19.35397948441746
1766520316,300,,Aggregated,3104.400000,1.000000,59,65,68,70,77,82,90,98,190,45000,53000,248284,79,59,75.45880134327248,1.537374999999841,52990.447042,19.374305231106312
1766520317,300,,Aggregated,3104.300000,1.000000,59,65,68,70,77,82,90,97,190,45000,53000,251359,80,59,75.65432601595381,1.537374999999841,52990.447042,19.380475733910462
1766520318,300,,Aggregated,3102.800000,1.000000,59,65,68,70,77,82,90,97,190,45000,53000,254385,81,59,75.83168242194796,1.537374999999841,52990.447042,19.373005483813905
1766520319,300,,Aggregated,3091.700000,1.000000,59,65,68,70,77,82,90,98,190,45000,53000,257431,82,59,75.84449273953516,1.537374999999841,52990.447042,19.365639724819466
1766520320,300,,Aggregated,3088.400000,1.000000,59,65,68,70,77,82,90,98,190,44000,53000,260589,83,59,75.71987817613265,1.537374999999841,52990.447042,19.35292356929878
1766520321,300,,Aggregated,3073.400000,1.000000,59,65,68,70,77,82,89,97,200,44000,53000,263737,84,59,75.80486030014116,1.537374999999841,52990.447042,19.35765933486769
1766520322,300,,Aggregated,3078.500000,1.000000,59,65,68,70,76,82,89,97,210,44000,53000,266853,85,59,75.89020878724362,1.537374999999841,52990.447042,19.36345853334982
1766520323,300,,Aggregated,3078.300000,1.000000,59,65,68,70,77,82,89,97,4100,44000,53000,269930,86,59,76.00224140760295,1.537374999999841,52990.447042,19.365057607527877
1766520324,300,,Aggregated,3072.900000,1.000000,59,65,68,70,77,82,89,97,4500,44000,53000,273037,87,59,75.99885341931059,1.537374999999841,52990.447042,19.370158623190264
1766520325,300,,Aggregated,3074.100000,1.000000,59,65,68,70,76,82,89,97,4700,44000,53000,276175,88,59,75.92275242753068,1.537374999999841,52990.447042,19.374516158233003
1766520326,300,,Aggregated,3063.200000,1.000000,59,65,68,70,77,82,89,97,5000,44000,53000,279263,89,59,75.99809839524153,1.537374999999841,52990.447042,19.364709968739145
1766520327,300,,Aggregated,3054.900000,1.000000,59,65,68,70,76,82,89,97,5000,43000,53000,282459,90,59,76.07706768328981,1.537374999999841,52990.447042,19.36752236607791
1766520328,300,,Aggregated,3051.700000,1.000000,59,65,68,70,76,82,89,97,5000,43000,53000,285497,91,59,76.15117841562753,1.537374999999841,52990.447042,19.368347127990837
1766520329,300,,Aggregated,3051.100000,1.000000,59,65,68,70,76,82,89,97,5100,43000,53000,288568,92,59,76.10427997763563,1.537374999999841,52990.447042,19.371312827479137
1766520330,300,,Aggregated,3060.300000,1.000000,59,65,68,70,77,82,89,97,5100,43000,53000,291546,93,59,75.97911291312643,1.537374999999841,52990.447042,19.376033284627468
1766520331,300,,Aggregated,3073.800000,1.000000,59,65,68,70,77,82,89,97,5000,43000,53000,294537,94,59,75.86612094053837,1.537374999999841,52990.447042,19.371620543429177
1766520332,300,,Aggregated,3051.300000,1.000000,59,65,68,70,77,82,89,97,5000,43000,53000,297753,95,59,75.71594953082035,1.537374999999841,52990.447042,19.377336248501276
1766520334,300,,Aggregated,3031.900000,1.000000,59,65,68,70,77,82,89,97,5000,42000,53000,300960,96,59,75.58246493701256,1.537374999999841,52990.447042,19.37022860180755
1766520335,300,,Aggregated,3039.900000,1.000000,59,65,68,70,77,82,89,97,5000,42000,53000,304040,97,59,75.46238459140034,1.537374999999841,52990.447042,19.36514274437574
1766520336,300,,Aggregated,3044.700000,1.000000,59,65,68,70,77,82,89,97,5000,42000,53000,307063,98,59,75.36619096975346,1.537374999999841,52990.447042,19.367282935423674
1766520337,300,,Aggregated,3050.600000,1.000000,59,65,68,71,77,82,90,98,5000,42000,53000,309760,99,59,75.359245101225,1.537374999999841,52990.447042,19.360766399793388
1766520338,300,,Aggregated,3031.000000,1.000000,59,65,68,71,77,82,90,98,5000,42000,53000,312869,100,59,75.2612314170737,1.537374999999841,52990.447042,19.35406192368052
1766520339,300,,Aggregated,3001.700000,1.000000,59,65,68,71,77,82,90,98,5000,42000,53000,315912,101,59,75.17381842000773,1.537374999999841,52990.447042,19.34781837980197
1766520340,300,,Aggregated,2994.600000,1.000000,59,65,68,71,77,82,90,98,4900,42000,53000,318980,102,59,75.10084992004354,1.537374999999841,52990.447042,19.340303467302025
1766520341,300,,Aggregated,2997.300000,1.000000,59,65,68,71,77,82,90,98,4900,41000,53000,322099,103,59,75.016191799923,1.537374999999841,52990.447042,19.33723172068215
1766520342,300,,Aggregated,3000.300000,1.000000,59,65,68,71,77,82,90,98,4900,41000,53000,325252,104,59,74.92687455534283,1.537374999999841,52990.447042,19.333197028765387
1766520343,300,,Aggregated,3006.100000,1.000000,59,65,68,71,77,82,90,98,4900,41000,53000,328340,105,59,74.85154198541287,1.537374999999841,52990.447042,19.33169275750746
1766520344,300,,Aggregated,3010.200000,1.000000,59,65,68,71,77,82,90,97,4900,41000,53000,331486,106,59,74.77283545389406,1.537374999999841,52990.447042,19.32501825114786
1766520345,300,,Aggregated,3003.900000,1.000000,59,65,68,71,77,82,90,97,4800,41000,53000,334530,107,59,74.71111713002843,1.537374999999841,52990.447042,19.323361133530625
1766520346,300,,Aggregated,3001.500000,1.000000,59,65,68,71,77,82,90,97,4700,41000,53000,337605,108,59,74.65872050510318,1.537374999999841,52990.447042,19.315753617393106
1766520347,300,,Aggregated,2999.200000,1.000000,59,65,68,71,77,82,90,97,4700,40000,53000,340609,109,59,74.62846288978365,1.537374999999841,52990.447042,19.31105461100558
1766520348,300,,Aggregated,2999.200000,1.000000,59,65,68,71,77,82,90,97,4500,40000,53000,343751,110,59,74.56443771719157,1.537374999999841,52990.447042,19.31637726144797
1766520349,300,,Aggregated,3026.300000,1.000000,59,65,69,71,77,82,90,97,4300,40000,53000,346803,111,59,74.52304640210527,1.537374999999841,52990.447042,19.31864487908121
1766520350,300,,Aggregated,3023.500000,1.000000,59,65,69,71,77,82,89,97,4100,40000,53000,349878,112,59,74.46585117309853,1.537374999999841,52990.447042,19.30817027649638
1766520351,300,,Aggregated,3025.100000,1.000000,59,65,69,71,77,82,89,97,4100,40000,53000,352941,113,59,74.43211023306843,1.537374999999841,52990.447042,19.304787485727076
1766520352,300,,Aggregated,3033.700000,1.000000,59,65,69,71,77,82,89,97,3000,40000,53000,356119,114,59,74.37316709667961,1.537374999999841,52990.447042,19.299009600723355
1766520353,300,,Aggregated,3031.000000,1.000000,59,65,68,71,77,82,89,97,1200,40000,53000,359234,115,59,74.32908400923468,1.537374999999841,52990.447042,19.30659124693097
1766520354,300,,Aggregated,3030.600000,1.000000,59,65,68,71,77,82,89,97,240,39000,53000,362320,116,59,74.30059377036159,1.537374999999841,52990.447042,19.31153124310002
1766520355,300,,Aggregated,3033.400000,1.000000,59,65,68,71,77,82,89,96,210,39000,53000,365428,117,59,74.26316348845555,1.537374999999841,52990.447042,19.304068106439573
1766520356,300,,Aggregated,3034.600000,1.000000,59,65,68,71,77,82,89,96,210,39000,53000,368620,118,59,74.22357801972015,1.537374999999841,52990.447042,19.310265313873366
1766520357,300,,Aggregated,3041.000000,1.000000,59,65,69,71,77,82,89,96,200,39000,53000,371719,119,59,74.19140147063021,1.537374999999841,52990.447042,19.309868475918638
1766520358,300,,Aggregated,3049.600000,1.000000,59,65,69,71,77,82,89,96,200,39000,53000,374851,120,59,74.15700948406209,1.537374999999841,52990.447042,19.311150297051363
1766520359,300,,Aggregated,3068.200000,1.000000,59,65,69,71,77,82,89,96,200,39000,53000,378013,121,59,74.12009458074468,1.537374999999841,52990.447042,19.313095052286563
1766520360,300,,Aggregated,3072.800000,1.000000,60,65,69,71,77,82,89,96,200,38000,53000,381144,122,60,74.0970753749608,1.537374999999841,52990.447042,19.31538736015784
1766520361,300,,Aggregated,3073.800000,1.000000,60,65,69,71,77,82,89,96,200,38000,53000,384288,123,60,74.07055508509254,1.537374999999841,52990.447042,19.310238675160296
1766520362,300,,Aggregated,3074.400000,1.000000,60,65,69,71,77,82,89,96,190,38000,53000,387437,124,60,74.05253755886285,1.537374999999841,52990.447042,19.31021043421253
1766520363,300,,Aggregated,3081.400000,1.000000,60,65,69,71,77,82,89,96,190,38000,53000,390601,125,60,74.0256314489752,1.537374999999841,52990.447042,19.3267400749102
1766520364,300,,Aggregated,3091.800000,1.000000,60,65,68,71,77,82,89,96,190,38000,53000,393895,126,60,73.98362001326053,1.537374999999841,52990.447042,19.326229071199176
1766520365,300,,Aggregated,3094.300000,1.000000,60,65,68,71,77,82,89,95,190,38000,53000,397058,127,60,73.96777671918755,1.537374999999841,52990.447042,19.322882299311434
1766520366,300,,Aggregated,3098.200000,1.000000,60,65,68,71,77,82,89,95,190,38000,53000,400109,128,60,73.96857608684442,1.537374999999841,52990.447042,19.326576008037808
1766520367,300,,Aggregated,3110.000000,1.000000,60,65,69,71,77,82,89,95,190,38000,53000,403148,129,60,73.98087830214997,1.537374999999841,52990.447042,19.312364193794835
1766520368,300,,Aggregated,3108.000000,1.000000,60,65,69,71,77,82,89,95,190,38000,53000,406324,130,60,73.97280374907011,1.537374999999841,52990.447042,19.317377265433496
1766520369,300,,Aggregated,3091.700000,1.000000,60,65,69,71,77,82,89,95,190,39000,53000,409381,131,60,73.99046763027904,1.537374999999841,52990.447042,19.314868056895655
1766520370,300,,Aggregated,3089.700000,1.000000,60,65,69,71,77,82,89,95,190,39000,53000,412546,132,60,73.9834771288785,1.537374999999841,52990.447042,19.317986357884937
1766520371,300,,Aggregated,3085.800000,1.000000,60,65,68,71,77,82,89,95,190,39000,53000,415611,133,60,73.99095837237296,1.537374999999841,52990.447042,19.31787657208303
1766520372,300,,Aggregated,3087.000000,1.000000,60,65,68,71,77,82,89,95,190,39000,53000,418776,134,60,73.98611461246922,1.537374999999841,52990.447042,19.319275698702885
1766520373,300,,Aggregated,3095.600000,1.000000,60,65,69,71,77,82,89,95,190,40000,53000,421861,136,60,74.1154458254885,1.537374999999841,52990.447042,19.31659006165538
1766520374,300,,Aggregated,3080.300000,1.000000,60,65,69,71,77,82,89,95,190,40000,53000,424863,137,60,74.14363286828767,1.537374999999841,52990.447042,19.31874039396229
1766520375,300,,Aggregated,3077.000000,1.000000,60,65,69,71,77,82,89,95,190,40000,53000,428038,138,60,74.15505240206988,1.537374999999841,52990.447042,19.316523299333237
1766520376,300,,Aggregated,3063.500000,1.000000,60,65,69,71,77,82,89,95,190,40000,53000,431254,139,60,74.16157793597996,1.537374999999841,52990.447042,19.310691610976363
1766520377,300,,Aggregated,3045.300000,1.000000,60,65,69,71,77,82,88,95,190,41000,53000,434433,140,60,74.2894236987778,1.537374999999841,52990.447042,19.30858383225952
1766520378,300,,Aggregated,3061.000000,1.000000,60,65,69,71,77,82,88,95,190,41000,53000,437467,141,60,74.31476335938986,1.537374999999841,52990.447042,19.307630061238903
1766520379,300,,Aggregated,3073.800000,1.000000,60,65,69,71,77,82,89,95,190,41000,53000,440623,142,60,74.33652976826943,1.537374999999841,52990.447042,19.308640266168585
1766520380,300,,Aggregated,3071.100000,1.000000,60,65,69,71,77,82,88,95,190,42000,53000,443686,143,60,74.47101098064411,1.537374999999841,52990.447042,19.306971597030333
1766520381,300,,Aggregated,3080.000000,1.000000,60,65,68,71,77,82,88,95,190,43000,53000,446925,144,60,74.69601096946701,1.537374999999841,52990.447042,19.31648039380209
1766520382,300,,Aggregated,3075.000000,1.000000,60,65,69,71,77,82,89,95,190,43000,53000,449552,145,60,74.7381279277281,1.537374999999841,52990.447042,19.315078122219454
1766520383,300,,Aggregated,3073.800000,1.000000,60,65,69,71,77,82,89,95,200,44000,53000,452670,146,60,75.83420774241247,1.537374999999841,52990.447042,19.306079483950782
1766520384,300,,Aggregated,3083.100000,1.000000,60,65,69,71,77,82,89,95,200,44000,53000,455787,147,60,76.27873355070189,1.537374999999841,52990.447042,19.304736642335126
1766520385,300,,Aggregated,3033.100000,1.000000,60,65,69,71,77,82,89,95,200,44000,53000,458852,148,60,76.91005044445436,1.537374999999841,52990.447042,19.30488044075214
1766520386,300,,Aggregated,3045.200000,1.000000,60,65,69,71,77,82,89,95,210,44000,53000,461965,149,60,76.96290775132894,1.537374999999841,52990.447042,19.30612708754992
1766520387,300,,Aggregated,3041.000000,1.000000,60,65,69,71,77,82,89,95,210,44000,53000,465019,150,60,77.14199739435114,1.537374999999841,52990.447042,19.309862607764416
1766520388,300,,Aggregated,3035.600000,1.000000,60,65,68,71,77,82,89,95,210,44000,53000,468180,151,60,77.06258750133439,1.537374999999841,52990.447042,19.302892050066212
1766520389,300,,Aggregated,3025.800000,1.000000,60,65,68,71,77,82,89,95,220,44000,53000,471311,152,60,77.1526903322383,1.537374999999841,52990.447042,19.31019857376552
1766520390,300,,Aggregated,3033.100000,1.000000,60,65,69,71,77,82,89,95,220,44000,53000,474408,153,60,77.1400407102423,1.537374999999841,52990.447042,19.31645334817288
1766520391,300,,Aggregated,3030.300000,1.000000,60,65,69,71,77,82,89,95,240,44000,53000,477513,154,60,77.20101334309996,1.537374999999841,52990.447042,19.316263640989877
1766520392,300,,Aggregated,3033.400000,1.000000,60,65,69,71,77,82,88,95,4700,43000,53000,480610,155,60,77.34140023681731,1.537374999999841,52990.447042,19.31269220365785
1766520393,300,,Aggregated,3027.800000,1.000000,60,65,69,71,77,82,88,95,4700,43000,53000,483693,156,60,77.34048517554727,1.537374999999841,52990.447042,19.30856142222443
1766520394,300,,Aggregated,3013.100000,1.000000,60,65,69,71,77,82,89,95,4700,43000,53000,486530,157,60,77.43521286332788,1.537374999999841,52990.447042,19.314290999527266
